price,duration,emirate,number,character,timestamp
37500,1 day ago,dubai,13,b,07:00.0
25000,1 day ago,dubai,25,n,07:00.1
5900,1 day ago,dubai,92,a,07:00.0
775000,1 day ago,dubai,155,r,07:00.0
775000,1 day ago,dubai,155,w,07:00.0
439000,1 day ago,dubai,642,i,07:00.0
21000,1 day ago,dubai,888,s,07:00.0
50000,1 day ago,dubai,1051,v,07:00.0
89000,1 day ago,dubai,1060,s,07:00.0
69000,1 day ago,dubai,1060,t,07:00.0
55000,1 day ago,dubai,1081,m,07:00.0
59000,1 day ago,dubai,1109,v,07:00.0
110000,1 day ago,dubai,1120,w,07:00.0
58000,1 day ago,dubai,1132,t,07:00.0
35000,1 day ago,dubai,1202,b,07:00.0
85000,1 day ago,dubai,1210,w,07:00.0
149000,1 day ago,dubai,1223,w,07:00.0
38000,1 day ago,dubai,1271,l,07:00.0
35000,1 day ago,dubai,1292,n,07:00.0
50000,1 day ago,dubai,1323,i,07:00.0
45000,1 day ago,dubai,1331,h,07:00.1
45000,1 day ago,dubai,1334,v,07:00.0
50000,1 day ago,dubai,1531,l,07:00.1
25000,1 day ago,dubai,1532,m,07:00.0
35000,1 day ago,dubai,1554,q,07:00.0
28000,1 day ago,dubai,1629,c,07:00.0
38900,1 day ago,dubai,1690,u,07:00.0
35000,1 day ago,dubai,1775,n,07:00.0
35000,1 day ago,dubai,1775,p,07:00.0
35000,1 day ago,dubai,1787,n,07:00.0
35000,1 day ago,dubai,1878,v,07:00.0
49900,1 day ago,dubai,1906,w,07:00.0
46000,1 day ago,dubai,2133,u,07:00.0
20000,1 day ago,dubai,2148,d,07:00.0
25900,1 day ago,dubai,2152,v,07:00.0
17500,1 day ago,dubai,2186,u,07:00.0
35000,1 day ago,dubai,2301,v,07:00.0
275000,1 day ago,dubai,2323,v,07:00.0
150000,1 day ago,dubai,2332,p,07:00.0
42000,1 day ago,dubai,2342,j,07:00.0
34500,1 day ago,dubai,2432,l,07:00.0
18900,1 day ago,dubai,2538,m,07:00.0
175000,1 day ago,dubai,2626,m,07:00.0
170000,1 day ago,dubai,2626,n,07:00.0
170000,1 day ago,dubai,2626,h,07:00.0
17500,1 day ago,dubai,2693,v,07:00.0
19500,1 day ago,dubai,2906,t,07:00.0
17000,1 day ago,dubai,2957,o,07:00.0
50000,1 day ago,dubai,2960,u,07:00.0
28900,1 day ago,dubai,3043,u,07:00.0
60000,1 day ago,dubai,3121,i,07:00.0
17500,1 day ago,dubai,3127,j,07:00.0
27900,1 day ago,dubai,3171,l,07:00.0
17000,1 day ago,dubai,3198,p,07:00.0
17000,1 day ago,dubai,3198,n,07:00.0
18000,1 day ago,dubai,3429,q,07:00.0
22000,1 day ago,dubai,3504,v,07:00.0
24900,1 day ago,dubai,3543,v,07:00.0
18000,1 day ago,dubai,3679,j,07:00.0
35000,1 day ago,dubai,3990,v,07:00.0
48000,1 day ago,dubai,4041,q,07:00.0
25900,1 day ago,dubai,4154,s,07:00.0
18000,1 day ago,dubai,4158,k,07:00.0
138000,1 day ago,dubai,4222,f,07:00.0
17500,1 day ago,dubai,4268,s,07:00.0
35000,1 day ago,dubai,4323,p,07:00.0
25900,1 day ago,dubai,4336,j,07:00.0
20900,1 day ago,dubai,4371,c,07:00.0
29900,1 day ago,dubai,4694,t,07:00.0
29900,1 day ago,dubai,4694,q,07:00.0
29900,1 day ago,dubai,4694,u,07:00.0
27900,1 day ago,dubai,4724,c,07:00.0
24900,1 day ago,dubai,4743,k,07:00.0
22000,1 day ago,dubai,4830,m,07:00.0
17000,1 day ago,dubai,4851,l,07:00.0
17000,1 day ago,dubai,4851,r,07:00.0
30000,1 day ago,dubai,4977,m,07:00.0
30000,1 day ago,dubai,4977,n,07:00.0
18500,1 day ago,dubai,5031,r,07:00.0
20500,1 day ago,dubai,5108,s,07:00.0
25900,1 day ago,dubai,5125,v,07:00.0
26900,1 day ago,dubai,5274,b,07:00.0
26500,1 day ago,dubai,5295,j,07:00.1
16500,1 day ago,dubai,5298,h,07:00.0
18000,1 day ago,dubai,5326,i,07:00.0
35000,1 day ago,dubai,5343,r,07:00.0
18500,1 day ago,dubai,5360,p,07:00.0
29900,1 day ago,dubai,5450,v,07:00.0
24900,1 day ago,dubai,5465,r,07:00.0
175000,1 day ago,dubai,5505,r,07:00.0
17000,1 day ago,dubai,5632,l,07:00.0
18900,1 day ago,dubai,5781,h,07:00.0
18900,1 day ago,dubai,5781,f,07:00.0
21000,1 day ago,dubai,5803,e,07:00.0
17500,1 day ago,dubai,5862,i,07:00.0
20500,1 day ago,dubai,6071,f,07:00.0
17500,1 day ago,dubai,6124,o,07:00.0
18500,1 day ago,dubai,6134,m,07:00.0
25900,1 day ago,dubai,6176,s,07:00.0
27900,1 day ago,dubai,6218,b,07:00.0
18000,1 day ago,dubai,6240,l,07:00.0
17500,1 day ago,dubai,6247,j,07:00.0
18500,1 day ago,dubai,6409,p,07:00.0
46000,1 day ago,dubai,6610,u,07:00.0
155000,1 day ago,dubai,6667,p,07:00.0
29900,1 day ago,dubai,6760,u,07:00.0
19500,1 day ago,dubai,6873,i,07:00.0
25900,1 day ago,dubai,6956,s,07:00.0
68000,1 day ago,dubai,7010,t,07:00.0
21000,1 day ago,dubai,7038,m,07:00.0
22000,1 day ago,dubai,7108,u,07:00.0
26900,1 day ago,dubai,7180,v,07:00.0
16500,1 day ago,dubai,7329,n,07:00.0
35000,1 day ago,dubai,7570,p,07:00.0
35900,1 day ago,dubai,7656,i,07:00.0
35000,1 day ago,dubai,7730,p,07:00.0
229000,1 day ago,dubai,7774,b,07:00.0
79000,1 day ago,dubai,7786,l,07:00.0
35000,1 day ago,dubai,7807,o,07:00.0
45000,1 day ago,dubai,7863,m,07:00.0
50000,1 day ago,dubai,7865,c,07:00.0
22900,1 day ago,dubai,7957,k,07:00.0
35900,1 day ago,dubai,8022,l,07:00.0
30000,1 day ago,dubai,8069,v,07:00.0
17500,1 day ago,dubai,8163,u,07:00.0
24900,1 day ago,dubai,8262,k,07:00.0
30000,1 day ago,dubai,8511,v,07:00.0
30000,1 day ago,dubai,8611,v,07:00.0
17000,1 day ago,dubai,8615,q,07:00.0
40000,1 day ago,dubai,8820,v,07:00.0
35000,1 day ago,dubai,8908,t,07:00.0
22900,1 day ago,dubai,8958,j,07:00.0
20000,1 day ago,dubai,8960,t,07:00.0
85000,1 day ago,dubai,9116,e,07:00.0
29000,1 day ago,dubai,9120,q,07:00.0
29000,1 day ago,dubai,9120,u,07:00.0
29000,1 day ago,dubai,9120,t,07:00.0
18900,1 day ago,dubai,9126,u,07:00.0
40000,1 day ago,dubai,9220,e,07:00.0
40000,1 day ago,dubai,9220,n,07:00.0
17500,1 day ago,dubai,9362,l,07:00.0
36000,1 day ago,dubai,9392,q,07:00.0
23900,1 day ago,dubai,9469,i,07:00.0
30000,1 day ago,dubai,9498,m,07:00.0
17500,1 day ago,dubai,9513,o,07:00.0
60000,1 day ago,dubai,9786,b,07:00.0
36000,1 day ago,dubai,10020,u,07:00.0
29900,1 day ago,dubai,10022,q,07:00.0
34900,1 day ago,dubai,10102,v,07:00.0
18000,1 day ago,dubai,10117,f,07:00.0
18000,1 day ago,dubai,10117,m,07:00.0
25000,1 day ago,dubai,10212,d,07:00.0
18500,1 day ago,dubai,10220,q,07:00.0
20000,1 day ago,dubai,10230,y,07:00.0
18000,1 day ago,dubai,10230,t,07:00.0
16500,1 day ago,dubai,10551,aa,07:00.0
14500,1 day ago,dubai,10711,l,07:00.0
18000,1 day ago,dubai,10811,z,07:00.0
6500,1 day ago,dubai,10904,l,07:00.0
25000,1 day ago,dubai,10911,aa,07:00.0
24500,1 day ago,dubai,11012,q,07:00.0
35000,1 day ago,dubai,11077,v,07:00.0
22900,1 day ago,dubai,11194,l,07:00.0
34000,1 day ago,dubai,11200,u,07:00.0
14500,1 day ago,dubai,11201,l,07:00.0
34000,1 day ago,dubai,11220,p,07:00.0
16500,1 day ago,dubai,11229,l,07:00.0
19500,1 day ago,dubai,11330,u,07:00.0
19500,1 day ago,dubai,11330,q,07:00.0
16000,1 day ago,dubai,11330,v,07:00.0
5000,1 day ago,dubai,11564,x,07:00.1
5800,1 day ago,dubai,11614,q,07:00.0
11500,1 day ago,dubai,11660,v,07:00.1
6500,1 day ago,dubai,11712,t,07:00.0
12000,1 day ago,dubai,11722,u,07:00.0
10500,1 day ago,dubai,11819,z,07:00.0
13000,1 day ago,dubai,11966,h,07:00.0
13500,1 day ago,dubai,11983,d,07:00.0
28500,1 day ago,dubai,12020,q,07:00.0
6200,1 day ago,dubai,12141,p,07:00.0
32000,1 day ago,dubai,12200,q,07:00.0
15500,1 day ago,dubai,12305,q,07:00.0
8500,1 day ago,dubai,12327,q,07:00.0
32900,1 day ago,dubai,12342,v,07:00.0
62000,1 day ago,dubai,12344,u,07:00.0
14500,1 day ago,dubai,12350,j,07:00.0
8000,1 day ago,dubai,12351,l,07:00.0
12000,1 day ago,dubai,12393,x,07:00.0
13900,1 day ago,dubai,12433,aa,07:00.0
19500,1 day ago,dubai,12477,a,07:00.0
3800,1 day ago,dubai,12515,p,07:00.0
12000,1 day ago,dubai,13110,y,07:00.0
15500,1 day ago,dubai,13132,p,07:00.0
11500,1 day ago,dubai,13136,l,07:00.0
13000,1 day ago,dubai,13161,bb,07:00.0
13000,1 day ago,dubai,13161,g,07:00.0
25000,1 day ago,dubai,13332,q,07:00.0
5500,1 day ago,dubai,13833,h,07:00.0
19000,1 day ago,dubai,13863,a,07:00.0
19000,1 day ago,dubai,13870,a,07:00.0
32000,1 day ago,dubai,13911,a,07:00.0
14000,1 day ago,dubai,14101,m,07:00.0
22000,1 day ago,dubai,14131,b,07:00.0
14500,1 day ago,dubai,15161,v,07:00.0
12000,1 day ago,dubai,15415,m,07:00.0
6500,1 day ago,dubai,15915,o,07:00.0
9900,1 day ago,dubai,16565,v,07:00.0
36000,1 day ago,dubai,16611,n,07:00.0
28000,1 day ago,dubai,16663,g,07:00.0
12500,1 day ago,dubai,17161,u,07:00.0
5000,1 day ago,dubai,17637,b,07:00.0
7500,1 day ago,dubai,18070,z,07:00.0
5800,1 day ago,dubai,18114,k,07:00.0
7500,1 day ago,dubai,18117,k,07:00.0
34900,1 day ago,dubai,18333,b,07:00.0
12000,1 day ago,dubai,18600,m,07:00.0
6900,1 day ago,dubai,18611,d,07:00.0
4800,1 day ago,dubai,18821,x,07:00.0
18000,1 day ago,dubai,19110,bb,07:00.0
6900,1 day ago,dubai,19114,y,07:00.0
7500,1 day ago,dubai,19219,l,07:00.0
3300,1 day ago,dubai,19489,b,07:00.0
6500,1 day ago,dubai,19619,q,07:00.0
2999,1 day ago,dubai,19742,t,07:00.0
10000,1 day ago,dubai,19809,f,07:00.0
22000,1 day ago,dubai,19811,a,07:00.0
10000,1 day ago,dubai,19818,b,07:00.0
9500,1 day ago,dubai,19821,f,07:00.0
14500,1 day ago,dubai,19830,z,07:00.0
13500,1 day ago,dubai,19850,r,07:00.0
13500,1 day ago,dubai,19850,b,07:00.0
15500,1 day ago,dubai,19890,x,07:00.0
8500,1 day ago,dubai,19902,u,07:00.0
7500,1 day ago,dubai,19905,u,07:00.0
8500,1 day ago,dubai,19917,q,07:00.0
12000,1 day ago,dubai,19921,v,07:00.0
17000,1 day ago,dubai,19951,v,07:00.0
16500,1 day ago,dubai,19955,e,07:00.0
16500,1 day ago,dubai,19970,r,07:00.0
29900,1 day ago,dubai,20011,p,07:00.0
24500,1 day ago,dubai,20021,v,07:00.0
5500,1 day ago,dubai,20058,z,07:00.0
18000,1 day ago,dubai,20061,a,07:00.0
45000,1 day ago,dubai,20111,v,07:00.0
26900,1 day ago,dubai,20120,q,07:00.0
28000,1 day ago,dubai,20203,t,07:00.0
16500,1 day ago,dubai,20212,i,07:00.0
9500,1 day ago,dubai,20233,v,07:00.0
5500,1 day ago,dubai,20323,u,07:00.0
4000,1 day ago,dubai,20876,z,07:00.0
4000,1 day ago,dubai,20878,z,07:00.0
4000,1 day ago,dubai,20885,z,07:00.0
16500,1 day ago,dubai,21011,m,07:00.0
36500,1 day ago,dubai,21012,m,07:00.0
36000,1 day ago,dubai,21021,v,07:00.0
12500,1 day ago,dubai,21311,q,07:00.0
12000,1 day ago,dubai,21354,n,07:00.0
4500,1 day ago,dubai,22072,u,07:00.0
7700,1 day ago,dubai,22132,g,07:00.0
6500,1 day ago,dubai,22302,u,07:00.0
24500,1 day ago,dubai,22334,p,07:00.0
3500,1 day ago,dubai,22623,n,07:00.0
3500,1 day ago,dubai,22632,w,07:00.0
3500,1 day ago,dubai,22702,cc,07:00.0
7500,1 day ago,dubai,22724,b,07:00.0
4999,1 day ago,dubai,23021,q,07:00.0
8500,1 day ago,dubai,23022,u,07:00.0
12500,1 day ago,dubai,23033,v,07:00.0
16500,1 day ago,dubai,23132,q,07:00.0
10500,1 day ago,dubai,23202,z,07:00.0
10500,1 day ago,dubai,23202,w,07:00.0
35000,1 day ago,dubai,23223,u,07:00.0
18500,1 day ago,dubai,23321,c,07:00.0
8500,1 day ago,dubai,23433,o,07:00.0
3300,1 day ago,dubai,23922,bb,07:00.0
5000,1 day ago,dubai,24211,s,07:00.0
14500,1 day ago,dubai,24231,s,07:00.0
18500,1 day ago,dubai,25544,b,07:00.0
4000,1 day ago,dubai,28298,x,07:00.1
24000,1 day ago,dubai,29111,v,07:00.0
6500,1 day ago,dubai,29202,f,07:00.0
18500,1 day ago,dubai,30022,u,07:00.0
18500,1 day ago,dubai,30022,v,07:00.0
18500,1 day ago,dubai,30044,v,07:00.0
8500,1 day ago,dubai,30133,v,07:00.0
19500,1 day ago,dubai,30304,q,07:00.0
7500,1 day ago,dubai,30322,q,07:00.0
8000,1 day ago,dubai,30601,g,07:00.0
9900,1 day ago,dubai,31144,v,07:00.0
28000,1 day ago,dubai,31222,i,07:00.0
15500,1 day ago,dubai,31234,v,07:00.0
14500,1 day ago,dubai,31312,v,07:00.0
4200,1 day ago,dubai,31351,z,07:00.0
6700,1 day ago,dubai,31363,m,07:00.0
5500,1 day ago,dubai,31801,aa,07:00.0
17000,1 day ago,dubai,32001,c,07:00.0
24000,1 day ago,dubai,32033,b,07:00.0
9900,1 day ago,dubai,32103,t,07:00.0
8500,1 day ago,dubai,32122,u,07:00.0
10500,1 day ago,dubai,32133,m,07:00.0
12500,1 day ago,dubai,32423,v,07:00.0
9500,1 day ago,dubai,33013,d,07:00.0
8500,1 day ago,dubai,33103,v,07:00.0
5500,1 day ago,dubai,33139,w,07:00.0
24500,1 day ago,dubai,33340,q,07:00.0
7500,1 day ago,dubai,33404,u,07:00.0
9900,1 day ago,dubai,33411,v,07:00.0
6500,1 day ago,dubai,33430,r,07:00.0
19500,1 day ago,dubai,33440,q,07:00.0
12500,1 day ago,dubai,33613,a,07:00.0
16500,1 day ago,dubai,33774,b,07:00.0
3800,1 day ago,dubai,33937,aa,07:00.0
12500,1 day ago,dubai,34004,v,07:00.0
8500,1 day ago,dubai,34006,aa,07:00.0
8500,1 day ago,dubai,34009,aa,07:00.0
3800,1 day ago,dubai,34113,bb,07:00.0
5000,1 day ago,dubai,34114,l,07:00.0
9900,1 day ago,dubai,34411,v,07:00.0
13500,1 day ago,dubai,34422,v,07:00.0
13500,1 day ago,dubai,34422,t,07:00.0
13500,1 day ago,dubai,34422,n,07:00.0
11000,1 day ago,dubai,34487,a,07:00.0
4900,1 day ago,dubai,34553,cc,07:00.0
6500,1 day ago,dubai,35305,x,07:00.0
15900,1 day ago,dubai,35444,j,07:00.0
17000,1 day ago,dubai,36063,h,07:00.0
4500,1 day ago,dubai,36132,aa,07:00.0
8500,1 day ago,dubai,36611,l,07:00.0
8500,1 day ago,dubai,37027,aa,07:00.0
3900,1 day ago,dubai,37525,b,07:00.0
4000,1 day ago,dubai,37787,q,07:00.0
15000,1 day ago,dubai,38100,b,07:00.1
2900,1 day ago,dubai,38117,m,07:00.0
10500,1 day ago,dubai,38808,m,07:00.0
2600,1 day ago,dubai,38950,aa,07:00.0
7500,1 day ago,dubai,39493,q,07:00.0
5900,1 day ago,dubai,40023,y,07:00.0
18500,1 day ago,dubai,40033,s,07:00.0
17500,1 day ago,dubai,40055,q,07:00.0
12000,1 day ago,dubai,40056,x,07:00.0
5500,1 day ago,dubai,40133,b,07:00.0
18500,1 day ago,dubai,40304,q,07:00.0
6500,1 day ago,dubai,40334,x,07:00.0
8500,1 day ago,dubai,40508,o,07:00.0
7500,1 day ago,dubai,40544,i,07:00.0
5500,1 day ago,dubai,40554,y,07:00.0
2999,1 day ago,dubai,40590,i,07:00.0
8900,1 day ago,dubai,40706,c,07:00.0
9000,1 day ago,dubai,41040,l,07:00.0
13500,1 day ago,dubai,41104,aa,07:00.0
9900,1 day ago,dubai,41133,v,07:00.0
9900,1 day ago,dubai,41155,v,07:00.0
13500,1 day ago,dubai,41311,aa,07:00.0
10500,1 day ago,dubai,41404,v,07:00.0
12000,1 day ago,dubai,41800,v,07:00.0
2500,1 day ago,dubai,41852,aa,07:00.0
8900,1 day ago,dubai,42023,aa,07:00.0
7500,1 day ago,dubai,42344,l,07:00.0
3900,1 day ago,dubai,42779,aa,07:00.0
2999,1 day ago,dubai,42841,aa,07:00.0
5500,1 day ago,dubai,42842,j,07:00.0
9500,1 day ago,dubai,43215,d,07:00.0
7000,1 day ago,dubai,43242,x,07:00.0
7000,1 day ago,dubai,43255,d,07:00.0
23500,1 day ago,dubai,43300,b,07:00.0
9900,1 day ago,dubai,43311,v,07:00.0
3900,1 day ago,dubai,43367,aa,07:00.0
8500,1 day ago,dubai,43399,q,07:00.0
13900,1 day ago,dubai,44003,o,07:00.0
8500,1 day ago,dubai,44014,v,07:00.0
5500,1 day ago,dubai,44074,v,07:00.0
3500,1 day ago,dubai,44394,z,07:00.0
29900,1 day ago,dubai,44421,b,07:00.0
9900,1 day ago,dubai,44511,v,07:00.0
4900,1 day ago,dubai,44534,cc,07:00.0
11500,1 day ago,dubai,44546,b,07:00.0
21000,1 day ago,dubai,44566,v,07:00.0
3700,1 day ago,dubai,44642,r,07:00.0
13500,1 day ago,dubai,44655,u,07:00.0
85000,1 day ago,dubai,44888,c,07:00.0
3900,1 day ago,dubai,44893,aa,07:00.0
16500,1 day ago,dubai,45054,l,07:00.0
11500,1 day ago,dubai,45055,bb,07:00.0
3999,1 day ago,dubai,45415,z,07:00.0
14500,1 day ago,dubai,45456,v,07:00.0
14500,1 day ago,dubai,45567,u,07:00.0
5500,1 day ago,dubai,45625,aa,07:00.0
16500,1 day ago,dubai,45654,p,07:00.0
7500,1 day ago,dubai,45665,u,07:00.0
17000,1 day ago,dubai,45667,c,07:00.0
6500,1 day ago,dubai,45885,o,07:00.0
3500,1 day ago,dubai,46499,j,07:00.0
3500,1 day ago,dubai,46545,p,07:00.0
15000,1 day ago,dubai,46642,a,07:00.0
7500,1 day ago,dubai,46645,m,07:00.0
11500,1 day ago,dubai,46969,p,07:00.0
3200,1 day ago,dubai,47024,aa,07:00.0
2800,1 day ago,dubai,47454,cc,07:00.0
5500,1 day ago,dubai,47698,a,07:00.0
3999,1 day ago,dubai,47704,u,07:00.0
5700,1 day ago,dubai,47743,f,07:00.0
12500,1 day ago,dubai,48088,z,07:00.0
3900,1 day ago,dubai,48133,aa,07:00.0
2999,1 day ago,dubai,48498,z,07:00.0
4900,1 day ago,dubai,49006,aa,07:00.0
28000,1 day ago,dubai,49111,p,07:00.0
25000,1 day ago,dubai,49111,s,07:00.0
6900,1 day ago,dubai,49202,a,07:00.0
6000,1 day ago,dubai,49797,o,07:00.0
18500,1 day ago,dubai,50066,i,07:00.0
18500,1 day ago,dubai,50066,v,07:00.0
7500,1 day ago,dubai,50072,aa,07:00.0
12000,1 day ago,dubai,50097,aa,07:00.0
48000,1 day ago,dubai,50110,l,07:00.0
2900,1 day ago,dubai,50262,j,07:00.0
9500,1 day ago,dubai,50303,u,07:00.0
9500,1 day ago,dubai,50303,o,07:00.0
10000,1 day ago,dubai,50510,s,07:00.0
7000,1 day ago,dubai,50602,v,07:00.0
8900,1 day ago,dubai,51014,aa,07:00.0
9900,1 day ago,dubai,51144,v,07:00.0
9900,1 day ago,dubai,51166,v,07:00.0
4500,1 day ago,dubai,51254,aa,07:00.0
15500,1 day ago,dubai,51615,p,07:00.0
12000,1 day ago,dubai,51651,m,07:00.0
5900,1 day ago,dubai,51951,n,07:00.0
5900,1 day ago,dubai,51951,o,07:00.0
13900,1 day ago,dubai,52444,u,07:00.0
4900,1 day ago,dubai,53215,k,07:00.0
10500,1 day ago,dubai,53435,u,07:00.0
3200,1 day ago,dubai,53448,c,07:00.0
5500,1 day ago,dubai,54313,d,07:00.0
18500,1 day ago,dubai,54433,i,07:00.0
14000,1 day ago,dubai,54522,a,07:00.0
14500,1 day ago,dubai,54540,t,07:00.0
3800,1 day ago,dubai,54644,u,07:00.0
6000,1 day ago,dubai,54678,x,07:00.0
2900,1 day ago,dubai,54757,y,07:00.0
3900,1 day ago,dubai,54846,aa,07:00.0
15000,1 day ago,dubai,55110,v,07:00.0
3500,1 day ago,dubai,55258,x,07:00.0
9900,1 day ago,dubai,55411,v,07:00.0
22500,1 day ago,dubai,55510,q,07:00.0
19900,1 day ago,dubai,55540,u,07:00.0
9900,1 day ago,dubai,55611,v,07:00.0
21500,1 day ago,dubai,55667,q,07:00.0
2800,1 day ago,dubai,55957,bb,07:00.0
6700,1 day ago,dubai,56004,x,07:00.0
7500,1 day ago,dubai,56505,u,07:00.0
5900,1 day ago,dubai,56645,aa,07:00.0
10500,1 day ago,dubai,56756,t,07:00.0
10500,1 day ago,dubai,56756,v,07:00.0
9500,1 day ago,dubai,56965,v,07:00.0
2999,1 day ago,dubai,57258,aa,07:00.0
8000,1 day ago,dubai,57574,d,07:00.0
2900,1 day ago,dubai,58252,u,07:00.0
9500,1 day ago,dubai,59909,z,07:00.0
12500,1 day ago,dubai,60067,v,07:00.0
8000,1 day ago,dubai,60076,q,07:00.0
18500,1 day ago,dubai,60101,h,07:00.0
6900,1 day ago,dubai,60307,m,07:00.0
3900,1 day ago,dubai,60320,z,07:00.0
50000,1 day ago,dubai,60333,g,07:00.0
4900,1 day ago,dubai,60365,aa,07:00.0
18000,1 day ago,dubai,60608,m,07:00.0
4500,1 day ago,dubai,60676,u,07:00.0
20000,1 day ago,dubai,60680,aa,07:00.0
18500,1 day ago,dubai,60706,q,07:00.0
34000,1 day ago,dubai,60900,v,07:00.0
8900,1 day ago,dubai,60907,m,07:00.0
8500,1 day ago,dubai,61106,e,07:00.0
25000,1 day ago,dubai,61118,n,07:00.0
9900,1 day ago,dubai,61155,v,07:00.0
6500,1 day ago,dubai,61641,b,07:00.0
14000,1 day ago,dubai,61671,a,07:00.0
3000,1 day ago,dubai,61970,b,07:00.0
3300,1 day ago,dubai,62722,t,07:00.0
5500,1 day ago,dubai,63005,aa,07:00.0
48000,1 day ago,dubai,63339,g,07:00.0
11000,1 day ago,dubai,63463,f,07:00.0
21500,1 day ago,dubai,63600,v,07:00.0
11500,1 day ago,dubai,63606,aa,07:00.0
18500,1 day ago,dubai,63634,s,07:00.0
19500,1 day ago,dubai,63639,v,07:00.0
8500,1 day ago,dubai,63657,g,07:00.0
25000,1 day ago,dubai,63777,h,07:00.0
20000,1 day ago,dubai,64364,a,07:00.0
2999,1 day ago,dubai,64368,aa,07:00.0
13500,1 day ago,dubai,64488,c,07:00.0
15000,1 day ago,dubai,64640,t,07:00.0
6000,1 day ago,dubai,64654,x,07:00.0
3500,1 day ago,dubai,65266,s,07:00.0
6500,1 day ago,dubai,65506,i,07:00.0
9900,1 day ago,dubai,65511,v,07:00.0
14000,1 day ago,dubai,66026,aa,07:00.0
32000,1 day ago,dubai,66055,m,07:00.0
165000,1 day ago,dubai,66066,j,07:00.0
17000,1 day ago,dubai,66344,g,07:00.0
14500,1 day ago,dubai,66360,g,07:00.0
13500,1 day ago,dubai,66455,t,07:00.0
13500,1 day ago,dubai,66455,u,07:00.0
9900,1 day ago,dubai,66511,v,07:00.0
6900,1 day ago,dubai,66516,b,07:00.0
5900,1 day ago,dubai,66540,d,07:00.0
12500,1 day ago,dubai,66543,u,07:00.0
4000,1 day ago,dubai,66561,g,07:00.0
109000,1 day ago,dubai,66699,r,07:00.0
26900,1 day ago,dubai,66778,c,07:00.0
9500,1 day ago,dubai,67006,u,07:00.0
15500,1 day ago,dubai,67077,aa,07:00.0
2999,1 day ago,dubai,67637,g,07:00.0
15000,1 day ago,dubai,67867,v,07:00.0
16500,1 day ago,dubai,67876,v,07:00.0
5500,1 day ago,dubai,68468,o,07:00.0
17500,1 day ago,dubai,68786,j,07:00.0
16500,1 day ago,dubai,69006,i,07:00.0
5500,1 day ago,dubai,69114,p,07:00.0
6900,1 day ago,dubai,69686,g,07:00.0
69000,1 day ago,dubai,69699,o,07:00.0
7500,1 day ago,dubai,70018,d,07:00.0
16000,1 day ago,dubai,70141,a,07:00.0
6500,1 day ago,dubai,70650,x,07:00.0
20500,1 day ago,dubai,70706,u,07:00.0
3200,1 day ago,dubai,71102,s,07:00.0
21900,1 day ago,dubai,71119,t,07:00.0
9900,1 day ago,dubai,71166,v,07:00.0
4500,1 day ago,dubai,71331,t,07:00.0
8500,1 day ago,dubai,72765,a,07:00.0
19900,1 day ago,dubai,73555,c,07:00.0
4500,1 day ago,dubai,73776,j,07:00.0
7500,1 day ago,dubai,74044,v,07:00.0
2800,1 day ago,dubai,74676,bb,07:00.0
8500,1 day ago,dubai,74707,u,07:00.0
12000,1 day ago,dubai,74800,v,07:00.0
3500,1 day ago,dubai,75527,d,07:00.0
18500,1 day ago,dubai,75588,b,07:00.0
7900,1 day ago,dubai,76370,a,07:00.0
6500,1 day ago,dubai,76575,x,07:00.0
9900,1 day ago,dubai,76611,v,07:00.0
3800,1 day ago,dubai,76627,aa,07:00.0
7500,1 day ago,dubai,77027,bb,07:00.0
23000,1 day ago,dubai,77110,r,07:00.0
5500,1 day ago,dubai,77347,s,07:00.0
4000,1 day ago,dubai,77479,r,07:00.0
3900,1 day ago,dubai,77543,x,07:00.0
18500,1 day ago,dubai,77660,n,07:00.0
19500,1 day ago,dubai,77800,q,07:00.0
8000,1 day ago,dubai,78626,f,07:00.0
7500,1 day ago,dubai,78979,x,07:00.0
7500,1 day ago,dubai,80097,d,07:00.0
23000,1 day ago,dubai,80550,h,07:00.0
14000,1 day ago,dubai,80668,aa,07:00.0
21500,1 day ago,dubai,80809,u,07:00.0
5900,1 day ago,dubai,81231,e,07:00.0
5500,1 day ago,dubai,82022,j,07:00.0
17500,1 day ago,dubai,83033,b,07:00.0
9500,1 day ago,dubai,83880,z,07:00.0
7500,1 day ago,dubai,83884,m,07:00.0
7500,1 day ago,dubai,84404,i,07:00.0
3800,1 day ago,dubai,84668,aa,07:00.0
2900,1 day ago,dubai,84686,j,07:00.0
5000,1 day ago,dubai,84810,u,07:00.0
3900,1 day ago,dubai,84833,q,07:00.0
6700,1 day ago,dubai,85358,q,07:00.0
6500,1 day ago,dubai,85853,h,07:00.0
4500,1 day ago,dubai,86002,bb,07:00.0
4500,1 day ago,dubai,86003,bb,07:00.0
29900,1 day ago,dubai,86633,a,07:00.0
8900,1 day ago,dubai,86878,c,07:00.0
9500,1 day ago,dubai,87077,p,07:00.0
2999,1 day ago,dubai,87585,n,07:00.0
18500,1 day ago,dubai,87800,q,07:00.0
5500,1 day ago,dubai,88719,b,07:00.0
8000,1 day ago,dubai,88996,u,07:00.0
6500,1 day ago,dubai,89001,j,07:00.0
15000,1 day ago,dubai,89100,p,07:00.0
12500,1 day ago,dubai,89798,u,07:00.0
12500,1 day ago,dubai,89798,q,07:00.0
12500,1 day ago,dubai,89798,v,07:00.0
18500,1 day ago,dubai,89800,v,07:00.0
