price,duration,emirate,number,character,timestamp
39000,1 week ago,dubai,98998,d,07:00.0
15000,1 week ago,dubai,99114,e,07:00.0
6500,1 week ago,dubai,99129,aa,07:00.0
17000,1 week ago,dubai,99876,p,07:00.0
23900,1 week ago,dubai,99908,q,07:00.1
250000,1 week ago,dubai,99909,e,07:00.0
23000,1 week ago,dubai,99923,i,07:00.1
17500,1 week ago,dubai,99932,i,07:00.0
26500,10 hours ago,dubai,5435,o,07:00.0
68500,10 hours ago,dubai,6010,s,07:00.0
30000,10 hours ago,dubai,7692,b,07:00.0
16500,10 hours ago,dubai,9314,q,07:00.0
4300,10 hours ago,dubai,16156,r,07:00.0
6000,10 hours ago,dubai,30213,g,07:00.0
49500,10 hours ago,dubai,33030,h,07:00.0
33900,10 hours ago,dubai,41141,t,07:00.0
6500,10 hours ago,dubai,48282,j,07:00.0
2500,10 hours ago,dubai,59293,m,07:00.0
137500,10 hours ago,dubai,64444,e,07:00.0
5500,10 hours ago,dubai,87688,t,07:00.0
7700,10 hours ago,dubai,88116,l,07:00.0
699000,10 months ago,dubai,59,a,07:00.0
12500,10 months ago,dubai,90,g,07:00.0
349000,10 months ago,dubai,235,v,07:00.0
439000,10 months ago,dubai,373,s,07:00.0
429000,10 months ago,dubai,454,f,07:00.0
479000,10 months ago,dubai,611,t,07:00.0
420000,10 months ago,dubai,677,i,07:00.0
72000,10 months ago,dubai,700,b,07:00.0
420000,10 months ago,dubai,778,t,07:00.0
339000,10 months ago,dubai,945,d,07:00.0
25000,10 months ago,dubai,1934,k,07:00.0
30000,10 months ago,dubai,2099,v,07:00.0
29999,10 months ago,dubai,2239,q,07:00.0
11500,10 months ago,dubai,2371,o,07:00.0
14000,10 months ago,dubai,2375,v,07:00.0
15000,10 months ago,dubai,2398,r,07:00.0
20000,10 months ago,dubai,2580,e,07:00.0
19900,10 months ago,dubai,2610,b,07:00.0
16900,10 months ago,dubai,2725,u,07:00.0
15000,10 months ago,dubai,2798,f,07:00.0
44000,10 months ago,dubai,2856,a,07:00.0
18000,10 months ago,dubai,2869,h,07:00.0
54000,10 months ago,dubai,3050,f,07:00.0
17000,10 months ago,dubai,3251,s,07:00.0
25000,10 months ago,dubai,3288,r,07:00.0
16500,10 months ago,dubai,3648,c,07:00.0
11500,10 months ago,dubai,3812,k,07:00.0
19900,10 months ago,dubai,4034,v,07:00.0
119900,10 months ago,dubai,4343,g,07:00.0
14000,10 months ago,dubai,4356,h,07:00.0
15000,10 months ago,dubai,4917,f,07:00.0
15000,10 months ago,dubai,4965,e,07:00.0
20000,10 months ago,dubai,4972,f,07:00.0
29900,10 months ago,dubai,4985,a,07:00.0
19500,10 months ago,dubai,5228,k,07:00.0
19500,10 months ago,dubai,5229,k,07:00.0
13900,10 months ago,dubai,5230,g,07:00.0
15000,10 months ago,dubai,5327,r,07:00.0
16000,10 months ago,dubai,5397,m,07:00.0
16000,10 months ago,dubai,5397,n,07:00.0
45000,10 months ago,dubai,5432,e,07:00.0
69900,10 months ago,dubai,5545,m,07:00.0
15000,10 months ago,dubai,5712,e,07:00.0
32000,10 months ago,dubai,5778,c,07:00.0
15000,10 months ago,dubai,5804,r,07:00.0
14000,10 months ago,dubai,5849,m,07:00.0
39000,10 months ago,dubai,6055,p,07:00.0
55000,10 months ago,dubai,6090,n,07:00.0
47000,10 months ago,dubai,6101,c,07:00.0
20000,10 months ago,dubai,6121,u,07:00.0
70000,10 months ago,dubai,6696,t,07:00.0
65000,10 months ago,dubai,7003,m,07:00.0
22000,10 months ago,dubai,7076,p,07:00.0
15000,10 months ago,dubai,7386,u,07:00.0
10000,10 months ago,dubai,7532,h,07:00.0
10000,10 months ago,dubai,7591,h,07:00.0
109900,10 months ago,dubai,7788,h,07:00.0
109900,10 months ago,dubai,7788,n,07:00.0
11500,10 months ago,dubai,7950,o,07:00.0
11500,10 months ago,dubai,8042,p,07:00.0
26000,10 months ago,dubai,8092,p,07:00.0
11900,10 months ago,dubai,8129,e,07:00.0
11500,10 months ago,dubai,8152,e,07:00.0
11500,10 months ago,dubai,8165,r,07:00.0
11900,10 months ago,dubai,8350,n,07:00.0
23500,10 months ago,dubai,8689,v,07:00.0
58000,10 months ago,dubai,9010,r,07:00.0
58000,10 months ago,dubai,9010,o,07:00.0
13000,10 months ago,dubai,9052,r,07:00.0
180000,10 months ago,dubai,9111,r,07:00.0
75000,10 months ago,dubai,9113,s,07:00.0
18900,10 months ago,dubai,9194,o,07:00.0
19500,10 months ago,dubai,9879,v,07:00.0
18500,10 months ago,dubai,9983,l,07:00.0
89000,10 months ago,dubai,10011,r,07:00.0
15000,10 months ago,dubai,10106,s,07:00.0
10900,10 months ago,dubai,10505,v,07:00.0
5900,10 months ago,dubai,10820,c,07:00.0
17000,10 months ago,dubai,11143,s,07:00.0
17500,10 months ago,dubai,11149,i,07:00.0
17500,10 months ago,dubai,11167,r,07:00.0
7500,10 months ago,dubai,12081,i,07:00.0
17000,10 months ago,dubai,12534,d,07:00.0
17000,10 months ago,dubai,12621,p,07:00.0
2500,10 months ago,dubai,14083,d,07:00.0
2500,10 months ago,dubai,14617,r,07:00.0
195000,10 months ago,dubai,15000,t,07:00.0
13500,10 months ago,dubai,16669,k,07:00.0
4000,10 months ago,dubai,16686,g,07:00.0
28000,10 months ago,dubai,17888,q,07:00.0
28000,10 months ago,dubai,17888,r,07:00.0
10000,10 months ago,dubai,18481,r,07:00.0
20000,10 months ago,dubai,20555,f,07:00.0
6900,10 months ago,dubai,21120,p,07:00.0
10000,10 months ago,dubai,21551,e,07:00.0
17000,10 months ago,dubai,21881,m,07:00.0
14500,10 months ago,dubai,22216,j,07:00.0
20000,10 months ago,dubai,22330,h,07:00.0
8500,10 months ago,dubai,22881,f,07:00.0
2900,10 months ago,dubai,24464,g,07:00.0
5900,10 months ago,dubai,24676,c,07:00.0
4700,10 months ago,dubai,26264,o,07:00.0
3900,10 months ago,dubai,26322,c,07:00.0
2900,10 months ago,dubai,26652,x,07:00.0
4500,10 months ago,dubai,28300,n,07:00.0
4000,10 months ago,dubai,28922,q,07:00.0
4500,10 months ago,dubai,29119,i,07:00.0
12500,10 months ago,dubai,30080,i,07:00.0
2500,10 months ago,dubai,30410,p,07:00.0
5800,10 months ago,dubai,30469,a,07:00.0
25000,10 months ago,dubai,31003,q,07:00.0
7500,10 months ago,dubai,31040,b,07:00.0
11500,10 months ago,dubai,31100,v,07:00.0
4500,10 months ago,dubai,31103,t,07:00.0
8000,10 months ago,dubai,31354,a,07:00.0
7999,10 months ago,dubai,31832,aa,07:00.0
7200,10 months ago,dubai,32121,n,07:00.0
15000,10 months ago,dubai,32200,v,07:00.0
4999,10 months ago,dubai,32261,aa,07:00.0
8000,10 months ago,dubai,32823,n,07:00.0
5000,10 months ago,dubai,32868,a,07:00.0
35000,10 months ago,dubai,33023,aa,07:00.0
11900,10 months ago,dubai,33024,aa,07:00.0
6000,10 months ago,dubai,33101,z,07:00.0
6000,10 months ago,dubai,33102,z,07:00.0
3900,10 months ago,dubai,33546,x,07:00.0
15900,10 months ago,dubai,34002,aa,07:00.0
19900,10 months ago,dubai,34005,aa,07:00.0
16900,10 months ago,dubai,34111,v,07:00.0
3900,10 months ago,dubai,34114,v,07:00.0
8900,10 months ago,dubai,34203,aa,07:00.0
7499,10 months ago,dubai,36688,h,07:00.0
4900,10 months ago,dubai,37873,l,07:00.0
3500,10 months ago,dubai,40067,x,07:00.0
7500,10 months ago,dubai,40083,b,07:00.0
3500,10 months ago,dubai,40242,x,07:00.0
5500,10 months ago,dubai,40301,n,07:00.0
8500,10 months ago,dubai,40441,c,07:00.0
3900,10 months ago,dubai,41446,z,07:00.0
4900,10 months ago,dubai,41911,r,07:00.0
2500,10 months ago,dubai,42141,l,07:00.0
4900,10 months ago,dubai,42386,x,07:00.0
5999,10 months ago,dubai,42401,aa,07:00.0
5500,10 months ago,dubai,42688,a,07:00.0
1999,10 months ago,dubai,43364,k,07:00.0
7000,10 months ago,dubai,43483,a,07:00.0
6500,10 months ago,dubai,43511,a,07:00.0
6499,10 months ago,dubai,44301,aa,07:00.0
29000,10 months ago,dubai,44456,c,07:00.0
5500,10 months ago,dubai,44881,g,07:00.0
20500,10 months ago,dubai,44884,k,07:00.0
16900,10 months ago,dubai,45111,v,07:00.0
5000,10 months ago,dubai,45668,g,07:00.0
18500,10 months ago,dubai,46644,j,07:00.0
3000,10 months ago,dubai,47653,r,07:00.0
3500,10 months ago,dubai,48436,aa,07:00.0
3900,10 months ago,dubai,49144,c,07:00.0
5500,10 months ago,dubai,49554,x,07:00.0
2500,10 months ago,dubai,49603,b,07:00.0
2999,10 months ago,dubai,49726,aa,07:00.0
2500,10 months ago,dubai,49912,b,07:00.0
50000,10 months ago,dubai,49949,a,07:00.0
7500,10 months ago,dubai,50161,aa,07:00.0
3000,10 months ago,dubai,50427,z,07:00.0
10000,10 months ago,dubai,50644,aa,07:00.0
5000,10 months ago,dubai,51135,u,07:00.0
2999,10 months ago,dubai,51577,q,07:00.0
14500,10 months ago,dubai,52111,v,07:00.0
5500,10 months ago,dubai,52156,a,07:00.0
10900,10 months ago,dubai,52355,aa,07:00.0
55000,10 months ago,dubai,52555,r,07:00.0
8000,10 months ago,dubai,53133,aa,07:00.0
8000,10 months ago,dubai,53445,x,07:00.0
25000,10 months ago,dubai,54456,d,07:00.0
8500,10 months ago,dubai,55011,j,07:00.0
1800,10 months ago,dubai,55340,y,07:00.0
5000,10 months ago,dubai,55702,aa,07:00.0
5800,10 months ago,dubai,55866,j,07:00.0
13500,10 months ago,dubai,56222,j,07:00.0
2500,10 months ago,dubai,57252,n,07:00.0
7500,10 months ago,dubai,57554,aa,07:00.0
115000,10 months ago,dubai,57777,e,07:00.0
39000,10 months ago,dubai,60066,l,07:00.0
2900,10 months ago,dubai,60940,c,07:00.0
15000,10 months ago,dubai,60990,c,07:00.0
4900,10 months ago,dubai,62422,b,07:00.0
8900,10 months ago,dubai,62663,aa,07:00.0
4999,10 months ago,dubai,63439,aa,07:00.0
5500,10 months ago,dubai,63616,e,07:00.0
12500,10 months ago,dubai,63686,a,07:00.0
3900,10 months ago,dubai,65145,q,07:00.0
229000,10 months ago,dubai,66000,y,07:00.0
4800,10 months ago,dubai,66030,k,07:00.0
8500,10 months ago,dubai,66156,aa,07:00.0
20000,10 months ago,dubai,66330,f,07:00.0
15900,10 months ago,dubai,66610,v,07:00.0
11500,10 months ago,dubai,66899,l,07:00.0
5000,10 months ago,dubai,67622,n,07:00.0
12000,10 months ago,dubai,67866,v,07:00.0
5000,10 months ago,dubai,68054,aa,07:00.0
14500,10 months ago,dubai,68111,s,07:00.0
3200,10 months ago,dubai,68228,k,07:00.0
3900,10 months ago,dubai,68404,aa,07:00.0
19500,10 months ago,dubai,68889,u,07:00.0
45000,10 months ago,dubai,69001,m,07:00.0
17900,10 months ago,dubai,69691,w,07:00.0
7900,10 months ago,dubai,70732,b,07:00.0
10400,10 months ago,dubai,70970,r,07:00.0
26000,10 months ago,dubai,71118,f,07:00.0
15000,10 months ago,dubai,71170,v,07:00.0
19900,10 months ago,dubai,72027,j,07:00.0
14500,10 months ago,dubai,72111,n,07:00.0
14500,10 months ago,dubai,74800,a,07:00.0
4900,10 months ago,dubai,75171,b,07:00.0
3500,10 months ago,dubai,75274,c,07:00.0
13000,10 months ago,dubai,77116,i,07:00.0
9000,10 months ago,dubai,77566,n,07:00.0
19000,10 months ago,dubai,77709,j,07:00.0
5500,10 months ago,dubai,77868,t,07:00.0
9000,10 months ago,dubai,78807,j,07:00.0
6000,10 months ago,dubai,79002,i,07:00.0
8900,10 months ago,dubai,80606,u,07:00.0
23900,10 months ago,dubai,81181,v,07:00.0
5000,10 months ago,dubai,81610,x,07:00.0
17000,10 months ago,dubai,82277,b,07:00.0
30000,10 months ago,dubai,82882,j,07:00.0
5300,10 months ago,dubai,84584,o,07:00.0
8000,10 months ago,dubai,84858,q,07:00.0
2600,10 months ago,dubai,86558,u,07:00.0
23000,10 months ago,dubai,88118,g,07:00.0
10000,10 months ago,dubai,88662,q,07:00.0
95000,10 months ago,dubai,88898,n,07:00.0
3200,10 months ago,dubai,89399,x,07:00.0
12500,10 months ago,dubai,90020,g,07:00.0
7500,10 months ago,dubai,90654,b,07:00.0
20000,10 months ago,dubai,91113,j,07:00.0
4999,10 months ago,dubai,91907,b,07:00.0
2500,10 months ago,dubai,94924,e,07:00.0
62000,10 months ago,dubai,95995,p,07:00.0
2400,10 months ago,dubai,96566,u,07:00.0
95000,10 months ago,dubai,96669,h,07:00.0
4900,10 months ago,dubai,96679,b,07:00.0
6199,10 months ago,dubai,98992,w,07:00.0
10000,10 months ago,dubai,99094,j,07:00.0
6500,10 months ago,dubai,99263,n,07:00.0
4500,10 months ago,dubai,99345,h,07:00.0
20000,10 months ago,dubai,99393,f,07:00.0
12200,10 months ago,dubai,99600,v,07:00.0
17000,10 months ago,dubai,99961,h,07:00.0
19500,11 hours ago,dubai,1993,a,07:00.1
60000,11 hours ago,dubai,7110,u,07:00.0
2400,11 hours ago,dubai,14843,w,07:00.0
2700,11 hours ago,dubai,15646,x,07:00.0
2500,11 hours ago,dubai,15756,x,07:00.0
2200,11 hours ago,dubai,16545,p,07:00.0
4900,11 hours ago,dubai,20036,y,07:00.0
2400,11 hours ago,dubai,29194,d,07:00.0
9000,11 hours ago,dubai,33448,u,07:00.0
4900,11 hours ago,dubai,40028,w,07:00.0
2900,11 hours ago,dubai,40432,l,07:00.0
3500,11 hours ago,dubai,45423,aa,07:00.0
8000,11 hours ago,dubai,54332,s,07:00.0
6000,11 hours ago,dubai,56654,v,07:00.0
189000,11 hours ago,dubai,61111,m,07:00.0
8500,11 hours ago,dubai,65654,v,07:00.0
3000,11 hours ago,dubai,67627,i,07:00.0
2100,11 hours ago,dubai,77084,x,07:00.0
7500,11 hours ago,dubai,78115,a,07:00.0
390000,11 months ago,dubai,59,l,07:00.0
3200,11 months ago,dubai,66,x,07:00.0
12900,11 months ago,dubai,70,d,07:00.0
25000,11 months ago,dubai,80,u,07:00.0
2999,11 months ago,dubai,88,k,07:00.0
339000,11 months ago,dubai,245,v,07:00.0
12500,11 months ago,dubai,300,i,07:00.0
449000,11 months ago,dubai,301,c,07:00.0
900000,11 months ago,dubai,599,a,07:00.0
335000,11 months ago,dubai,713,i,07:00.0
12500,11 months ago,dubai,900,g,07:00.0
55000,11 months ago,dubai,1080,s,07:00.0
69900,11 months ago,dubai,1151,k,07:00.0
69900,11 months ago,dubai,1151,q,07:00.0
69900,11 months ago,dubai,1151,u,07:00.0
69900,11 months ago,dubai,1151,n,07:00.0
13900,11 months ago,dubai,1653,i,07:00.0
30000,11 months ago,dubai,2181,c,07:00.0
80000,11 months ago,dubai,2212,o,07:00.0
11900,11 months ago,dubai,2381,e,07:00.0
19000,11 months ago,dubai,2394,o,07:00.0
14000,11 months ago,dubai,2508,u,07:00.0
10900,11 months ago,dubai,2619,n,07:00.0
30000,11 months ago,dubai,2791,p,07:00.0
18900,11 months ago,dubai,3161,j,07:00.0
18900,11 months ago,dubai,3606,q,07:00.0
15000,11 months ago,dubai,3729,n,07:00.0
15000,11 months ago,dubai,3791,h,07:00.0
17900,11 months ago,dubai,3863,e,07:00.0
15500,11 months ago,dubai,4310,v,07:00.0
18900,11 months ago,dubai,4324,o,07:00.0
27000,11 months ago,dubai,4432,l,07:00.0
12200,11 months ago,dubai,4448,f,07:00.0
18900,11 months ago,dubai,4497,e,07:00.0
27000,11 months ago,dubai,4533,r,07:00.0
17900,11 months ago,dubai,4722,g,07:00.0
15900,11 months ago,dubai,4868,j,07:00.0
19900,11 months ago,dubai,5045,v,07:00.0
34000,11 months ago,dubai,5181,b,07:00.0
19800,11 months ago,dubai,5711,v,07:00.0
19900,11 months ago,dubai,6056,v,07:00.0
40000,11 months ago,dubai,6419,g,07:00.0
22500,11 months ago,dubai,6456,p,07:00.0
22500,11 months ago,dubai,6456,u,07:00.0
22500,11 months ago,dubai,6456,t,07:00.0
22500,11 months ago,dubai,6456,q,07:00.0
22500,11 months ago,dubai,6456,o,07:00.0
22500,11 months ago,dubai,6456,l,07:00.0
65000,11 months ago,dubai,6766,u,07:00.0
65000,11 months ago,dubai,6766,j,07:00.0
200000,11 months ago,dubai,6942,n,07:00.0
13900,11 months ago,dubai,7018,v,07:00.0
10900,11 months ago,dubai,7062,p,07:00.0
24500,11 months ago,dubai,7179,n,07:00.0
15500,11 months ago,dubai,7367,l,07:00.0
27000,11 months ago,dubai,7543,f,07:00.0
55000,11 months ago,dubai,8010,i,07:00.0
35000,11 months ago,dubai,8242,d,07:00.0
12500,11 months ago,dubai,8453,e,07:00.0
15500,11 months ago,dubai,9012,v,07:00.0
14900,11 months ago,dubai,9017,m,07:00.0
12500,11 months ago,dubai,9150,p,07:00.0
51000,11 months ago,dubai,9397,c,07:00.0
11900,11 months ago,dubai,9508,e,07:00.0
15000,11 months ago,dubai,9514,o,07:00.0
19900,11 months ago,dubai,9591,m,07:00.0
10000,11 months ago,dubai,9782,o,07:00.0
110000,11 months ago,dubai,9998,m,07:00.0
3900,11 months ago,dubai,10079,q,07:00.0
14900,11 months ago,dubai,10103,v,07:00.0
4200,11 months ago,dubai,10508,t,07:00.0
15000,11 months ago,dubai,11021,n,07:00.0
4320,11 months ago,dubai,11363,e,07:00.0
4320,11 months ago,dubai,11474,e,07:00.0
8900,11 months ago,dubai,11550,p,07:00.0
8900,11 months ago,dubai,11550,q,07:00.0
4320,11 months ago,dubai,11656,e,07:00.0
8900,11 months ago,dubai,11660,t,07:00.0
8900,11 months ago,dubai,11660,u,07:00.0
8900,11 months ago,dubai,11660,p,07:00.0
22900,11 months ago,dubai,11881,o,07:00.0
7500,11 months ago,dubai,11955,h,07:00.0
37000,11 months ago,dubai,12212,t,07:00.0
3500,11 months ago,dubai,12272,g,07:00.0
16900,11 months ago,dubai,14666,v,07:00.0
6900,11 months ago,dubai,16163,f,07:00.0
16900,11 months ago,dubai,16999,v,07:00.0
4500,11 months ago,dubai,17115,y,07:00.0
4320,11 months ago,dubai,17144,e,07:00.0
3900,11 months ago,dubai,17721,v,07:00.0
20000,11 months ago,dubai,18886,p,07:00.0
20000,11 months ago,dubai,18886,l,07:00.0
7000,11 months ago,dubai,19196,t,07:00.0
25000,11 months ago,dubai,19577,a,07:00.0
8000,11 months ago,dubai,19973,x,07:00.0
45000,11 months ago,dubai,20345,s,07:00.0
8000,11 months ago,dubai,20651,b,07:00.0
2999,11 months ago,dubai,20722,t,07:00.0
4200,11 months ago,dubai,21191,u,07:00.0
12500,11 months ago,dubai,21234,u,07:00.0
4320,11 months ago,dubai,22181,e,07:00.0
4320,11 months ago,dubai,22414,e,07:00.0
5500,11 months ago,dubai,22434,d,07:00.0
9500,11 months ago,dubai,22500,h,07:00.0
4320,11 months ago,dubai,22696,e,07:00.0
2999,11 months ago,dubai,22826,r,07:00.0
15000,11 months ago,dubai,25205,f,07:00.0
3000,11 months ago,dubai,25568,d,07:00.0
3500,11 months ago,dubai,28221,o,07:00.0
2800,11 months ago,dubai,30667,u,07:00.0
4200,11 months ago,dubai,31161,g,07:00.0
2800,11 months ago,dubai,31433,v,07:00.0
7000,11 months ago,dubai,32201,b,07:00.0
10000,11 months ago,dubai,32300,v,07:00.0
3700,11 months ago,dubai,33616,g,07:00.0
2500,11 months ago,dubai,33624,r,07:00.0
3000,11 months ago,dubai,33903,p,07:00.0
5900,11 months ago,dubai,34314,b,07:00.0
5500,11 months ago,dubai,35003,u,07:00.0
20000,11 months ago,dubai,37787,e,07:00.0
30000,11 months ago,dubai,37877,a,07:00.0
4800,11 months ago,dubai,38783,j,07:00.0
1900,11 months ago,dubai,39434,y,07:00.0
29900,11 months ago,dubai,40677,c,07:00.0
4800,11 months ago,dubai,41241,o,07:00.0
20000,11 months ago,dubai,42081,f,07:00.0
2500,11 months ago,dubai,42254,u,07:00.0
17000,11 months ago,dubai,42777,e,07:00.0
4500,11 months ago,dubai,44560,s,07:00.0
90000,11 months ago,dubai,44755,h,07:00.0
20000,11 months ago,dubai,45345,d,07:00.0
7000,11 months ago,dubai,45668,d,07:00.0
2999,11 months ago,dubai,47454,x,07:00.0
15000,11 months ago,dubai,47476,b,07:00.0
3500,11 months ago,dubai,48408,z,07:00.0
7000,11 months ago,dubai,49696,c,07:00.0
4800,11 months ago,dubai,50092,u,07:00.0
8000,11 months ago,dubai,50868,s,07:00.0
10000,11 months ago,dubai,51028,x,07:00.0
3500,11 months ago,dubai,51665,m,07:00.0
3500,11 months ago,dubai,52655,x,07:00.0
10000,11 months ago,dubai,53053,l,07:00.0
5000,11 months ago,dubai,53521,q,07:00.0
10000,11 months ago,dubai,53531,l,07:00.0
6500,11 months ago,dubai,53554,x,07:00.0
8000,11 months ago,dubai,54255,b,07:00.0
2200,11 months ago,dubai,54574,w,07:00.0
2500,11 months ago,dubai,54757,x,07:00.0
7900,11 months ago,dubai,55003,t,07:00.0
45000,11 months ago,dubai,55005,v,07:00.0
4200,11 months ago,dubai,55040,t,07:00.0
4200,11 months ago,dubai,55040,p,07:00.0
3000,11 months ago,dubai,55175,i,07:00.0
200000,11 months ago,dubai,55550,z,07:00.0
9500,11 months ago,dubai,55966,g,07:00.0
6500,11 months ago,dubai,56557,x,07:00.0
17000,11 months ago,dubai,58385,m,07:00.0
11000,11 months ago,dubai,60690,r,07:00.0
3500,11 months ago,dubai,61644,g,07:00.0
20000,11 months ago,dubai,62001,h,07:00.0
2900,11 months ago,dubai,62276,w,07:00.0
6500,11 months ago,dubai,63778,a,07:00.0
4500,11 months ago,dubai,65923,y,07:00.0
79900,11 months ago,dubai,66166,h,07:00.0
13500,11 months ago,dubai,66225,b,07:00.0
5500,11 months ago,dubai,66919,r,07:00.0
109000,11 months ago,dubai,68888,s,07:00.0
2500,11 months ago,dubai,69262,z,07:00.0
7500,11 months ago,dubai,70280,n,07:00.0
14500,11 months ago,dubai,72111,r,07:00.0
7000,11 months ago,dubai,73370,o,07:00.0
3000,11 months ago,dubai,74464,g,07:00.0
40000,11 months ago,dubai,74740,n,07:00.0
4000,11 months ago,dubai,75087,k,07:00.0
6000,11 months ago,dubai,76383,a,07:00.0
2500,11 months ago,dubai,76979,f,07:00.0
3500,11 months ago,dubai,77287,x,07:00.0
5900,11 months ago,dubai,77857,b,07:00.0
3500,11 months ago,dubai,77876,o,07:00.0
30000,11 months ago,dubai,77918,b,07:00.0
89000,11 months ago,dubai,77999,a,07:00.0
2500,11 months ago,dubai,78211,x,07:00.0
35000,11 months ago,dubai,78877,t,07:00.0
115000,11 months ago,dubai,78888,m,07:00.0
1900,11 months ago,dubai,78921,w,07:00.0
3500,11 months ago,dubai,80121,x,07:00.0
17900,11 months ago,dubai,80666,v,07:00.0
13700,11 months ago,dubai,81444,j,07:00.0
6900,11 months ago,dubai,82002,q,07:00.0
9200,11 months ago,dubai,82003,d,07:00.0
14000,11 months ago,dubai,82600,g,07:00.0
20000,11 months ago,dubai,82802,v,07:00.0
15500,11 months ago,dubai,83222,d,07:00.0
2900,11 months ago,dubai,83886,q,07:00.0
3500,11 months ago,dubai,83899,u,07:00.0
6500,11 months ago,dubai,86162,v,07:00.0
3800,11 months ago,dubai,86858,m,07:00.0
3800,11 months ago,dubai,87126,a,07:00.0
289000,11 months ago,dubai,88088,x,07:00.0
6999,11 months ago,dubai,88166,v,07:00.0
23900,11 months ago,dubai,88228,m,07:00.0
4320,11 months ago,dubai,88262,d,07:00.0
4320,11 months ago,dubai,88272,d,07:00.0
4320,11 months ago,dubai,88292,d,07:00.0
10000,11 months ago,dubai,88500,h,07:00.0
6000,11 months ago,dubai,88680,p,07:00.0
10500,11 months ago,dubai,88892,i,07:00.0
3500,11 months ago,dubai,89004,x,07:00.0
16900,11 months ago,dubai,89111,v,07:00.0
11900,11 months ago,dubai,90300,h,07:00.0
4500,11 months ago,dubai,90603,m,07:00.0
9000,11 months ago,dubai,93003,e,07:00.0
6900,11 months ago,dubai,96121,a,07:00.0
12500,11 months ago,dubai,96222,l,07:00.0
20000,11 months ago,dubai,96949,s,07:00.0
9500,11 months ago,dubai,96962,n,07:00.0
75000,11 months ago,dubai,96969,o,07:00.0
3500,11 months ago,dubai,98299,f,07:00.0
5000,11 months ago,dubai,98745,c,07:00.0
5000,11 months ago,dubai,98848,m,07:00.0
4320,11 months ago,dubai,99272,d,07:00.0
4320,11 months ago,dubai,99353,d,07:00.0
4320,11 months ago,dubai,99373,d,07:00.0
4320,11 months ago,dubai,99383,d,07:00.0
4320,11 months ago,dubai,99424,d,07:00.0
4320,11 months ago,dubai,99434,d,07:00.0
4320,11 months ago,dubai,99474,d,07:00.0
4320,11 months ago,dubai,99484,d,07:00.0
4320,11 months ago,dubai,99545,d,07:00.0
4320,11 months ago,dubai,99676,d,07:00.0
59000,11 months ago,dubai,99911,r,07:00.0
6500,12 hours ago,dubai,3210,c,07:00.0
6000,12 hours ago,dubai,11417,y,07:00.0
5500,12 hours ago,dubai,12241,y,07:00.0
9000,12 hours ago,dubai,12337,m,07:00.0
4900,12 hours ago,dubai,16266,e,07:00.0
5500,12 hours ago,dubai,19905,r,07:00.0
4500,12 hours ago,dubai,21292,g,07:00.0
4500,12 hours ago,dubai,22624,z,07:00.0
4500,12 hours ago,dubai,22728,i,07:00.0
4500,12 hours ago,dubai,24644,m,07:00.0
5000,12 hours ago,dubai,25355,i,07:00.1
5500,12 hours ago,dubai,28802,f,07:00.0
4900,12 hours ago,dubai,30224,b,07:00.0
5500,12 hours ago,dubai,32213,p,07:00.0
4500,12 hours ago,dubai,32338,d,07:00.0
5900,12 hours ago,dubai,32836,a,07:00.0
3900,12 hours ago,dubai,33832,g,07:00.0
5500,12 hours ago,dubai,34403,u,07:00.0
4900,12 hours ago,dubai,35504,b,07:00.0
7900,12 hours ago,dubai,35670,a,07:00.0
4900,12 hours ago,dubai,38040,c,07:00.0
3500,12 hours ago,dubai,40723,b,07:00.0
7000,12 hours ago,dubai,46641,i,07:00.1
3900,12 hours ago,dubai,49984,z,07:00.0
3900,12 hours ago,dubai,51006,q,07:00.0
5500,12 hours ago,dubai,54344,z,07:00.0
5500,12 hours ago,dubai,61262,m,07:00.0
4900,12 hours ago,dubai,63565,b,07:00.0
5500,12 hours ago,dubai,66765,h,07:00.0
3900,12 hours ago,dubai,67754,aa,07:00.0
3900,12 hours ago,dubai,68116,h,07:00.0
4500,12 hours ago,dubai,69612,b,07:00.0
16500,12 hours ago,dubai,70088,u,07:00.1
3000,12 hours ago,dubai,70553,z,07:00.0
6500,12 hours ago,dubai,72005,c,07:00.0
4900,12 hours ago,dubai,76366,d,07:00.0
6500,12 hours ago,dubai,79929,b,07:00.0
5500,12 hours ago,dubai,80448,y,07:00.0
6000,12 hours ago,dubai,80601,q,07:00.1
4500,12 hours ago,dubai,87760,g,07:00.0
3000,12 hours ago,dubai,97343,q,07:00.0
4900,12 hours ago,dubai,98958,aa,07:00.0
165000,13 hours ago,dubai,22,e,07:00.0
29900,13 hours ago,dubai,6388,r,07:00.0
28700,13 hours ago,dubai,6586,d,07:00.0
38000,13 hours ago,dubai,6610,q,07:00.0
40000,13 hours ago,dubai,8087,v,07:00.0
11900,13 hours ago,dubai,10113,k,07:00.0
5200,13 hours ago,dubai,10320,u,07:00.0
11900,13 hours ago,dubai,10411,x,07:00.0
11900,13 hours ago,dubai,10411,w,07:00.0
11900,13 hours ago,dubai,10611,k,07:00.0
11900,13 hours ago,dubai,11410,o,07:00.0
7500,13 hours ago,dubai,13341,x,07:00.0
3500,13 hours ago,dubai,35636,f,07:00.0
3900,13 hours ago,dubai,37020,r,07:00.0
14900,13 hours ago,dubai,38688,a,07:00.0
4900,13 hours ago,dubai,39233,y,07:00.0
