Actual Price,Predicted Price
8500,12476.794
25000,9945.666
7500,5651.6074
6900,5045.8657
18900,53994.516
9900,6221.5166
17000,6008.661
35000,39986.32
4700,5421.2812
20000,17687.105
13900,18285.3
650000,454204.2
1790000,1699136.2
22900,26625.592
11500,6416.995
25000,29269.262
150000,9499.974
9500,9354.951
36000,33717.176
560000,559132.3
40000,39514.04
40500,45674.203
340000,227931.08
35500,57972.117
2500000,2020713.0
19000,11642.111
3690000,2893683.5
129000,144647.22
26900,29241.996
15000,14995.198
5500,6022.4517
130000,127642.94
7500,11026.387
15500,24454.46
10000,17404.332
4000,13820.214
16000,17775.14
570000,331125.03
6500,3902.962
14200,14091.363
8000,7327.4805
7000,6834.7563
45000,16440.19
9800,12898.171
65000,58092.473
179000,167588.6
5900,8374.836
315000,322129.16
500000,515835.47
735000,732835.25
3900,5692.087
3900,6486.748
4900,4882.9746
30000,23687.9
6000,19370.934
9000,19341.033
8100,8855.225
18000,20090.883
16900,14587.311
5000,9026.115
2999,8707.039
4900,5076.5615
1900,11184.456
18900,21923.465
36000,36409.38
21900,27004.941
10000,7173.1562
6200,12008.093
8500,8141.157
89000,69049.58
62000,61273.95
3000,7195.1836
14000,12516.568
4000,4660.069
35500,29813.799
165000,184073.25
15900,14102.079
4900,4441.9043
16900,18086.17
2900,6831.157
4800,7664.9854
560000,563322.94
6900,7679.3228
165000,104177.9
479000,388296.16
5500,3058.5547
75000,70405.984
6000,7629.6455
10900,20818.0
2800,7530.7456
4900,4839.126
6500,19671.818
16900,16171.587
55900,42702.797
3900,4586.6226
270000,249540.83
9000,9427.017
170000,169111.94
75000,69697.23
35000,43921.22
44000,58009.773
6500,6611.7783
2900,5047.7446
3500,4784.1084
4900,4839.126
23900,22851.432
22000,17394.889
14900,28136.639
470000,462569.25
149000,138277.97
15500,17860.807
59500,64749.723
9500,9749.214
5900,5036.6304
2500,6984.2026
17500,32877.562
12400,13028.166
5900,6093.0903
15900,15260.558
25000,22233.408
14500,16901.686
11900,18354.496
55000,55661.5
6500,7980.2886
7000,6948.212
3500,3066.1191
7500,6551.2744
39000,31609.896
42000,40796.855
11000,15201.105
4800,6896.2017
12000,18567.096
6000,5829.174
28500,39173.92
6500,4763.5386
155000,177521.48
19500,49458.617
560000,575211.7
735000,719698.25
5500,6518.825
15000,14282.429
12500,19792.26
4900,4812.4204
5999,2182.108
3300,5235.7935
69000,68376.15
8000,6949.1455
17000,12137.691
155000,129590.05
19500,18724.324
29900,24913.404
31000,25995.137
10000,18766.738
8500,9136.481
8500,6855.913
12500,11658.409
19900,27676.479
88000,97461.18
7500,9948.434
4000,7967.345
26000,12600.446
2800,5673.3
4900,2632.6309
390000,563124.4
4900,4843.103
5500,9252.986
38000,20451.943
5500,5412.6895
35000,31575.719
12000,12091.528
10000,7478.3315
5000,3252.0476
6500,6413.3677
4900,8245.415
9500,12081.658
550000,520740.5
22000,22260.723
39900,44381.465
2900,4745.2324
3500,5454.958
539000,473368.66
4900,5468.8657
41000,24184.639
5000,6045.3613
15000,17876.451
2900,4328.8784
25000,27860.365
12900,12984.277
13000,10958.845
5900,6900.408
3999,4265.8716
3200,2845.588
32000,28980.445
12900,11339.81
15000,39087.14
5500,4904.33
3400,5950.9604
500000,688308.5
30000,18859.549
5500,16676.758
15000,32807.895
20000,7685.9517
3900,2960.7712
25000,18198.027
17900,23118.162
459000,458534.56
120000,96788.4
8500,8614.917
5500,6508.983
22000,18914.322
13000,108058.836
8500,9318.161
3800,6418.145
7500,7980.5835
159000,205880.16
7900,13969.698
3500,15104.364
2900,8466.271
6500,6097.361
5500,8620.995
3900,4159.42
7000,4201.7783
8900,7563.7236
50000,45566.816
9500,9100.254
8500,7819.9023
5500,5554.1963
18900,31080.223
9000,5295.736
6000,26621.848
159000,138652.05
7000,7259.577
5500,5176.7524
99000,92278.19
6000,5681.972
30000,8588.539
4900,4832.077
6000,9853.548
20000,19900.586
13500,147943.23
1800,4365.2197
16900,17924.264
3000,2643.0356
10900,12898.907
14900,16065.903
315000,173960.33
8000,10645.075
29000,20690.914
5000,2649.7795
16000,16665.938
155000,139837.5
5500,5606.859
39900,46494.754
20900,20746.94
3999,9433.772
3500,5770.362
8000,7247.7026
3000,10290.441
15000,17572.531
20000,15675.034
6500,6811.148
13900,17598.902
11000,12903.111
5500,5450.1855
75000,69013.53
35000,32978.54
13900,14564.498
16500,16214.05
420000,511081.0
25900,25096.576
15900,7907.3374
735000,726871.3
15000,14749.439
21000,23507.51
5000,8414.592
15500,18432.148
27500,23709.697
17500,19789.846
7500,4369.7275
325000,346516.8
15000,12728.805
650000,457096.72
599000,562309.56
7000,5427.9326
3900,5784.673
15000,19053.25
29000,13448.018
4500,10284.59
3900,5725.695
3600,6065.784
4000,6817.418
28000,24317.742
4900,4813.9224
7500,15968.883
34000,19491.375
22000,32751.736
14000,11689.9375
25900,24679.97
18500,17519.893
4700,6637.53
220000,214494.69
5000,5461.598
6000,3985.3975
12000,4377.6587
5500,25178.4
13000,17674.406
18000,16715.334
399000,389562.66
11500,28836.654
16500,17360.47
3300,20167.338
38000,33716.508
560000,556936.4
10500,9345.69
560000,562146.9
4900,4938.251
30000,32978.54
35000,16949.559
4900,4789.98
4900,8266.763
1390000,1761313.2
4500,4472.2886
13000,7175.46
55000,29774.475
9000,8804.115
170000,168558.98
8990,10169.605
109000,117153.875
7000,19380.951
4800,10384.429
99900,42144.793
375000,276868.84
19900,33469.42
11000,9741.131
14500,37878.93
9900,12554.253
4500,6918.32
8000,14824.299
9500,11695.402
5500,13117.009
3000,4571.5557
3200,3046.2644
18000,17452.754
11900,51314.98
5500,4723.539
45000,29632.92
4900,5038.2715
8500,14774.983
20000,23842.531
5500,4362.8506
7900,8210.888
9900,9317.594
5500,5652.3438
12000,3657.6968
6000,5682.4043
7500,16429.346
5500,7580.5645
4900,4949.372
369000,431854.6
6500,12858.329
130000,129934.69
4500,7331.163
5900,5406.0303
27000,16122.783
14000,14310.17
1150000,907168.4
22000,22110.791
6900,10701.277
28000,17614.51
1590000,1542844.8
4900,5513.514
12500,13086.285
40000,37547.523
8000,10627.334
6000,6675.61
5500,4425.575
4200,3828.9546
40000,35906.992
22000,25418.469
289000,344197.47
4000,3977.5376
6500,6367.6846
12000,10644.567
65000,61783.605
38000,33942.19
3600,3945.9146
15000,21182.959
3200,3593.4695
165000,131973.03
4900,5143.4536
19500,12756.223
8000,7828.8955
15000,12911.791
2900,8290.582
5500,5532.923
26000,22496.504
8500,8595.315
100000,99796.92
550000,448573.38
5000,5502.7617
5900,6637.53
27000,28384.37
15900,20728.506
2600,5525.514
13500,12325.36
5500,5381.1553
4000,10393.229
15000,19141.855
19900,17299.871
13900,15675.034
8000,11499.005
31000,35339.57
14000,27249.299
6000,6242.9243
31500,33313.516
2900,8015.7856
4500,12245.734
10900,99564.65
130000,124198.62
18000,17995.676
58000,62638.734
4900,4945.4395
4900,8622.019
4900,8142.2637
7000,8156.089
2900,4537.6855
14000,17241.246
45000,90522.25
6500,4975.81
8900,12770.159
5500,10326.869
8500,11572.884
15000,16669.586
14500,14513.364
4900,5030.5967
6900,7524.221
25000,6869.6665
7500,7419.1914
27900,20979.184
5500,8098.3203
45900,42178.28
2500,4389.3115
19900,20291.533
75000,66658.59
2500,4774.332
770000,2011779.2
11500,14426.838
49500,62339.504
3700,3290.809
15900,18606.367
8500,11050.757
15000,9355.509
137000,590795.44
25000,16638.098
3000,4348.187
15900,18978.1
4999,8006.636
6500,4486.274
4900,5280.273
19500,28867.846
17000,18591.059
4900,4297.209
26500,20471.986
22000,34875.04
79000,79317.984
4900,4934.111
19000,24140.055
15900,17192.877
9500,7606.938
12500,11797.668
5500,6051.107
3500,4899.572
6500,5586.952
16900,19073.225
4000,5571.229
32000,21654.604
16500,24889.846
12000,13685.575
6500,5732.7124
25000,14379.562
7900,6049.399
555000,514860.62
13900,13419.042
10500,7645.2896
69000,73167.0
7000,16618.71
49900,48681.59
25000,18520.404
15000,7982.657
5500,2862.1323
260000,259586.14
8000,32756.889
4500,6300.1426
19900,64100.79
53000,40787.535
495000,542871.5
17500,16882.791
3500,5596.41
7000,2862.1323
65000,73764.016
130000,124368.914
18000,17893.236
32000,35593.977
8900,8417.443
30000,23624.357
9900,12521.816
4900,5283.3926
8500,7656.458
4900,4898.4805
22000,26713.592
18000,7429.393
17500,15531.061
12900,10872.614
1980000,2260429.0
6500,6948.318
10500,10666.076
16000,12739.531
8000,5309.2607
23000,21618.154
10000,3108.7395
15900,16440.957
8000,7645.087
6500,6444.24
12500,18079.4
4900,5868.7197
5000,8417.081
5000,4676.1367
22500,24715.67
5500,5234.0806
35000,31628.717
3500,3394.3533
5000,5537.4375
5900,6481.8193
16000,13024.259
12000,8347.815
59900,57214.625
7400,6801.87
5500,5107.6514
4500,6231.3843
6000,5009.089
29900,19888.154
6500,10734.846
4900,4879.9746
57000,65446.984
3200,3154.6594
27500,27465.643
359000,603864.8
8000,10145.493
2300,2473.2793
25000,4305.745
2500,4896.466
110000,126506.805
3200,3504.5864
735000,707520.94
9500,7896.0215
20000,33231.844
4900,7542.5703
67000,65693.46
3600,3798.8076
8400,7714.9717
49000,48126.152
6500,7777.512
4000,4249.537
560000,557392.94
5900,6062.8193
19500,16716.91
2900,6781.3496
235000,267493.8
18500,16392.309
13000,30886.145
89000,92389.836
4900,4873.8413
5600,3356.8403
4900,8984.281
19900,27408.72
700000,153232.95
23900,26716.338
27900,34576.305
3900,4506.044
5500,4683.1055
130000,127794.96
42000,35213.023
5500,7254.4717
7000,10825.619
23900,22258.111
195000,271367.03
33900,32627.521
16900,14187.111
235000,302271.78
12500,11288.905
4900,4943.6836
20000,13778.108
18900,17778.865
13900,17042.621
8900,9092.673
3900,4319.767
4900,4898.365
599000,513264.6
2900,3815.3203
29000,17057.805
3500,6100.83
6000,13016.1
130000,125754.95
26000,15235.667
15000,15181.5
16500,31614.756
3500,5897.893
5900,6481.8193
20000,23440.578
95000,34095.54
8500,8385.069
30000,30795.023
3800,5803.84
4900,4967.634
7500,8513.148
4000,5688.3843
15000,11547.882
21000,83458.25
4900,5868.7197
159000,179538.73
7900,10518.681
16500,17669.213
3900,5869.2583
3999,4595.1455
25000,18293.803
18900,22085.268
4900,5321.263
21000,31513.664
25000,23795.377
12500,31936.705
399000,407632.22
6800,12679.401
10500,9278.192
9900,55877.508
3990,5027.391
14500,10102.915
20000,117395.88
5000,2366.7466
49000,51975.297
6800,11678.865
12900,24125.754
335000,392202.5
4900,4718.6
15000,12276.442
4900,4972.2983
155000,107600.555
4200,5804.128
18900,32153.383
90000,94116.086
170000,138247.33
120000,153790.22
15900,23826.582
6000,5155.5127
6200,10303.14
3850000,3828965.8
14000,11312.757
6000,7055.095
18500,14713.82
12000,9801.007
735000,733457.25
24900,22717.154
130000,114547.78
18500,19380.85
22000,11665.495
19900,18034.58
7000,6947.722
2400,6611.3813
7500,9809.307
3800,3104.3896
10400,14845.519
15000,18018.098
9900,14679.145
3300,6096.5884
9500,8154.637
5900,7366.8286
489000,381867.94
8000,9762.515
16500,16214.05
7500,4364.344
16900,22273.127
4900,5868.7197
18500,6336.6177
11000,8790.59
5900,5477.459
735000,684301.2
25500,21730.238
4000,4453.9272
7999,4346.5654
109000,51335.477
6900,5644.5737
439000,602296.1
16900,21773.844
14000,27878.48
28000,19667.271
6000,22942.52
26900,25113.678
4900,4808.028
3800,5322.571
549000,719729.5
13500,16882.791
15000,27188.49
4900,3442.7554
15900,14233.336
14900,23079.14
8000,6635.101
12500,14924.007
19500,10498.012
36000,34519.715
19000,24259.633
495000,576969.4
56000,59006.656
4400,9258.002
900000,897146.6
25000,25391.404
44000,37379.2
25000,30038.104
14900,13232.443
4500,10880.687
175000,302146.56
17000,14587.311
23900,25337.357
1390000,1398380.6
560000,560432.5
5700,9033.201
24000,14525.946
350000,381359.38
5900,4741.162
13000,14147.82
13500,11750.931
2999,-303.22244
15000,15180.248
16700,18843.25
24500,20791.336
22000,19339.46
18000,15747.855
3200,3465.1606
20500,25650.45
18000,16567.668
7500,10610.751
3500,2421.4094
485500,493298.2
17900,21657.516
4900,6858.026
17000,16882.791
3500,5096.7056
24500,30923.686
5500,4148.8213
6500,5244.6963
100000,99448.086
30000,33831.066
28000,23797.973
4500,9597.199
289000,276009.22
7000,8223.375
1595000,1585960.2
75000,72428.76
20000,8969.878
16900,17342.113
89900,87893.41
260000,259256.45
7900,12648.176
1790000,1738724.0
25000,35484.98
2999,363.3637
149000,215517.2
8900,7786.6616
9900,14775.824
4500,6798.741
18500,16955.889
69000,59177.207
50000,9620.118
390000,690377.44
7900,7168.0757
2800,3811.838
25500,23050.455
22000,12363.48
3900,6345.4663
100000,21689.014
5900,6677.8125
7000,9576.258
5500,5492.8716
699000,693455.6
6199,8215.583
2900,3431.9573
7800,8792.171
39000,26863.451
10000,12070.984
7500,7084.637
3300,3068.7695
6500,9025.275
2000,8011.3623
25000,29491.893
5000,3592.6448
18500,19481.938
8000,8617.751
25000,19248.717
10500,10041.937
4200,6122.1997
12500,17179.72
10000,9711.704
11900,12834.043
3900,4754.65
5800,7745.1562
19000,28408.117
42000,33469.812
5500,6866.2812
14900,15499.952
65000,71019.49
25900,28433.752
9900,8216.727
2300,2305.6338
19900,22254.781
17000,16389.37
11900,11916.09
13000,15662.427
4500,15375.501
470000,462968.56
290000,630062.6
12400,14995.644
14900,15194.382
5500,5631.1816
39000,42305.047
39500,28384.13
4600,6782.496
4900,4809.029
28900,30223.828
5000,25839.781
35900,77719.74
140000,137578.28
35000,42775.707
10500,9250.374
8500,14952.46
26900,24704.627
1990000,2082039.1
8500,20655.281
8000,9385.143
14500,10203.267
100000,100025.12
7600,7009.1914
3400,4835.6514
4500,3893.2935
25000,16171.587
25000,18670.924
10000,9966.423
5500,5884.43
15900,22342.05
100000,99976.06
12000,19775.852
5500,5515.941
11500,11179.282
3200,4375.216
23000,19892.383
3500,4742.557
6900,31465.008
12500,14128.734
16500,12142.945
23000,34046.656
4900,5688.7017
17000,15037.187
17000,13553.646
5900,6143.9316
4900,5597.0503
29900,26066.44
4500,5483.123
19900,19743.22
3000,5697.358
5000,6766.8374
20000,18995.484
8000,5364.703
489000,684584.5
30000,15090.324
3200,2634.4836
4999,6859.439
45000,29961.828
7000,11945.414
4900,4947.2886
2999,8568.55
3200,3318.3564
18500,19214.25
200000,115879.25
7500,23718.832
80000,87706.445
9500,13316.464
3000,4622.6045
12500,19466.031
6000,5155.543
389000,393010.6
5000,4913.0854
5500,5081.133
